Items,densite,melt,COULEUR,I_CM,I_G,I_F
HDPE,0.959,4.7,MIX,INJ,1.0,RG
EVA,0.925,1.7,MIX,INJ,2.0,RG
EVA,0.925,2.03,MIX,INJ,2.0,RG
PE/PP,0.925,1.08,MIX,INJ,1.0,RG
EVA,0.925,1.87,MIX,INJ,2.0,RG
HDPE,0.969,0.66,MIX,EXT,HF,RP
HDPE,0.963,0.55,MIX,EXT,HF,RP
HDPE,0.963,0.55,MIX,EXT,2.0,RP
HDPE,0.97,0.47,MIX,EXT,HF,RP
HDPE,0.959,0.58,MIX,EXT,HF,RP
HDPE,0.958,0.61,MIX,EXT,HF,RP
HDPE,0.959,0.59,MIX,EXT,HF,RP
HDPE,0.962,0.42,MIX,EXT,HF,RP
HMW,0.975,19.0,MIX,EXT,1.0,RG
HMW,0.969,14.1,MIX,EXT,1.0,RG
HMW,0.973,14.9,MIX,EXT,1.0,RG
HDPE,0.959,4.2,BLU,INJ,1.0,RG
HDPE,0.959,3.6,BLU,INJ,1.0,RG
LDPE,0.959,15.0,BLU,INJ,2.0,RG
MDPE,0.958,3.9,BK,OFF,1.0,RP
MDPE,0.91,3.2,BK,OFF,1.0,RP
MDPE,0.955,3.89,BK,OFF,1.0,RP
MDPE,0.959,3.6,BK,OFF,1.0,RP
MDPE,0.958,4.0,BK,OFF,1.0,RP
MDPE,0.959,4.0,BK,OFF,1.0,RP
MDPE,0.958,3.7,BK,OFF,1.0,RP
MDPE,0.958,3.8,BK,OFF,1.0,RP
MDPE,0.959,3.9,BK,OFF,1.0,RP
MDPE,0.959,4.1,BK,OFF,1.0,RP
MDPE,0.958,4.1,BK,OFF,1.0,RP
MDPE,0.958,4.3,BK,OFF,1.0,RP
HDPE,0.959,3.6,MIX,INJ,1.0,RG
HDPE,0.959,4.72,BLU,INJ,1.0,RG
HDPE,0.961,3.7,MIX,INJ,1.0,RG
HDPE,0.959,5.0,MIX,INJ,1.0,RG
HDPE,0.959,7.0,MIX,INJ,1.0,RG
HDPE,0.959,7.1,MIX,INJ,1.0,RG
HDPE,0.958,3.0,MIX,INJ,1.0,RG
HDPE,0.965,6.5,MIX,INJ,1.0,RG
LDPE,0.925,0.43,BRN,INJ,1.0,RP
LDPE,0.925,0.4,BRN,INJ,1.0,RP
LDPE,0.92,0.41,BRN,INJ,1.0,RP
LDPE,0.925,0.474,BRN,INJ,1.0,RP
HDPE,0.959,28.0,MIX,INJ,1.0,RG
HDPE,0.959,18.0,MIX,INJ,1.0,RG
HDPE,0.959,0.32,MIX,EXT,1.0,RG
HDPE,0.958,0.42,MIX,EXT,2.0,RG
EVA,0.98,3.8,MIX,EXT,S,RP
EVA,0.98,5.0,MIX,EXT,S,RP
EVA,0.975,4.0,MIX,EXT,S,RP
EVA,0.979,4.2,MIX,EXT,S,RP
EVA,0.98,4.0,MIX,EXT,S,RP
HDPE,0.959,0.39,MIX,EXT,1.0,RG
HDPE,0.962,0.45,MIX,EXT,1.0,RG
HDPE,0.959,0.56,MIX,EXT,1.0,RG
HDPE,0.959,0.35,MIX,EXT,1.0,RG
LDPE,0.925,10.2,MIX,X,1.0,RP
LDPE,0.925,10.5,MIX,X,1.0,RP
LDPE,0.925,10.1,MIX,X,1.0,RP
LDPE,0.925,9.6,MIX,X,1.0,RP
HDPE,0.98,0.37,MIX,EXT,HF,RP
HDPE,0.977,0.38,MIX,EXT,HF,RP
HDPE,0.98,0.32,MIX,EXT,HF,RP
HDPE,0.98,0.34,MIX,EXT,HF,RP
HDPE,0.956,0.16,MIX,EXT,1.0,RG
HDPE,0.965,0.54,MIX,EXT,1.0,RG
HDPE,0.959,0.26,MIX,EXT,1.0,RG
HDPE,0.973,0.16,MIX,EXT,1.0,RG
HDPE,0.962,0.38,MIX,EXT,1.0,RG
HDPE,0.959,0.52,MIX,EXT,1.0,RG
HDPE,0.959,0.55,MIX,EXT,1.0,RG
HDPE,0.959,0.37,MIX,EXT,1.0,RG
LDPE,0.942,5.2,MIX,X,1.0,RP
LDPE,0.959,4.0,NAT,X,1.0,RP
LDPE,0.945,5.75,NAT,X,1.0,RP
LDPE,0.959,6.4,NAT,X,1.0,RP
LDPE,10.0,5.2,MIX,X,CH,RP
LDPE,0.942,9.0,NAT,X,1.0,RP
LDPE,0.959,6.7,NAT,X,1.0,RP
LDPE,0.91,5.5,NAT,X,1.0,RP
LDPE,0.937,6.7,NAT,X,1.0,RP
HDPE,0.958,7.0,MIX,INJ,FO,RG
HMW,0.955,11.3,MIX,EXT,L,RG
HDPE,0.91,5.65,MIX,INJ,FO,RG
HDPE,0.958,7.2,BLU,INJ,1.0,RG
HDPE,0.958,7.0,BLU,INJ,1.0,RG
HDPE,0.959,0.48,MIX,EXT,1.0,RG
HDPE,0.959,0.47,MIX,EXT,1.0,RG
HDPE,0.962,0.28,MIX,EXT,1.0,RG
HDPE,0.959,0.54,MIX,EXT,1.0,RG
HDPE,0.973,0.57,MIX,EXT,1.0,RG
HDPE,0.965,26.0,MIX,EXT,1.0,RG
HDPE,0.965,1.02,WH,EXT,1.0,RG
HDPE,0.98,0.82,WH,EXT,1.0,RG
HDPE,0.97,0.97,WH,EXT,1.0,RG
HDPE,0.97,0.87,WH,EXT,1.0,RG
HDPE,0.958,4.0,BLU,INJ,1.0,RP
HDPE,0.959,4.0,BLU,INJ,1.0,RP
HDPE,0.958,4.0,MIX,INJ,1.0,RP
HDPE,0.959,6.3,MIX,INJ,1.0,RG
HMW,0.959,8.0,MIX,EXT,1.0,RG
HMW,0.969,11.0,MIX,EXT,1.0,RG
HDPE,0.959,0.34,MIX,EXT,1.0,RG
HDPE,0.959,0.33,MIX,EXT,2.0,RG
HDPE,0.96,16.33,BK,INJ,1.0,RP
HDPE,0.963,0.43,MIX,EXT,L,RG
EVA,0.959,2.4,MIX,INJ,2.0,RG
HDPE,0.956,4.0,MIX,INJ,2.0,RG
LDPE,0.938,3.5,MIX,EXT,2.0,RG
LDPE,0.943,4.0,MIX,EXT,2.0,RG
HDPE,0.965,0.52,MIX,EXT,2.0,RG
HDPE,0.975,0.27,MIX,EXT,L,RG
LDPE,0.959,13.0,MIX,INJ,2.0,RG
LDPE,0.933,3.0,MIX,EXT,2.0,RG
MDPE,0.958,3.67,BK,OFF,1.0,RP
MDPE,0.958,3.4,BK,OFF,1.0,RP
LDPE,0.91,2.0,WH,EXT,1.0,RP
LDPE,0.91,2.4,WH,EXT,1.0,RP
LDPE,0.922,2.14,WH,EXT,1.0,RP
LDPE,0.932,2.2,WH,EXT,1.0,RP
LDPE,0.925,2.3,WH,EXT,1.0,RP
LDPE,0.925,1.8,WH,EXT,1.0,RP
LDPE,0.922,2.14,MIX,EXT,1.0,RP
HDPE,0.98,0.3,MIX,EXT,HF,RP
HDPE,0.959,5.9,MIX,INJ,1.0,RG
HDPE,0.958,5.24,MIX,INJ,1.0,RG
HDPE,0.958,5.3,MIX,INJ,1.0,RG
HDPE,0.958,4.44,MIX,INJ,1.0,RG
HDPE,0.975,0.34,MIX,EXT,C,RP
HDPE,0.975,0.3,MIX,EXT,C,RP
HDPE,0.975,0.32,MIX,EXT,C,RP
HDPE,0.975,0.32,BK,EXT,1.0,RP
HDPE,0.959,26.7,MIX,INJ,1.0,RG
HDPE,0.961,0.4,WH,EXT,3.0,RG
HDPE,0.959,0.43,MIX,EXT,1.0,RG
HDPE,0.961,0.44,MIX,EXT,L,RG
HDPE,0.958,0.31,MIX,EXT,L,RG
HDPE,0.966,0.32,MIX,EXT,1.0,RG
HDPE,0.961,0.55,MIX,EXT,L,RG
HDPE,0.961,0.29,MIX,EXT,1.0,RG
HDPE,0.959,0.6,MIX,EXT,1.0,RG
HDPE,0.969,0.61,MIX,EXT,1.0,RG
HDPE,0.959,0.42,MIX,EXT,1.0,RG
HDPE,0.962,0.74,MIX,EXT,1.0,RG
HDPE,0.962,0.32,MIX,EXT,1.0,RG
HDPE,0.961,0.66,MIX,EXT,1.0,RG
HDPE,0.958,0.24,MIX,EXT,1.0,RG
HDPE,0.959,0.74,MIX,EXT,1.0,RG
HDPE,0.958,0.22,MIX,EXT,1.0,RG
LDPE,0.959,1.2,NAT,EXT,1.0,RP
LDPE,0.959,1.5,NAT,EXT,1.0,RP
LDPE,0.959,1.35,NAT,EXT,1.0,RP
HDPE,0.938,3.0,BK,INJ,1.0,RP
HDPE,0.943,3.4,BK,INJ,1.0,RP
HDPE,0.95,2.97,BK,INJ,1.0,RP
HDPE,0.942,2.5,BK,INJ,1.0,RP
HDPE,0.959,3.0,BK,INJ,1.0,RP
HDPE,0.959,3.2,BK,INJ,1.0,RP
HDPE,0.958,2.7,BK,INJ,1.0,RP
HDPE,0.959,6.4,MIX,INJ,1.0,RG
HDPE,0.959,4.5,BLU,INJ,1.0,RG
HDPE,0.973,1.1,MIX,EXT,1.0,RP
HDPE,0.963,0.79,MIX,EXT,1.0,RP
HDPE,0.959,0.99,MIX,EXT,1.0,RP
HDPE,0.965,0.68,MIX,EXT,1.0,RG
HDPE,0.961,0.62,MIX,EXT,1.0,RG
PP,0.961,0.62,NAT,EXT,3.0,RG
HDPE,0.973,0.41,MIX,EXT,1.0,RG
HDPE,0.973,0.52,MIX,EXT,1.0,RG
HDPE,0.962,0.84,MIX,EXT,1.0,RG
HDPE,0.959,0.67,MIX,EXT,1.0,RG
HDPE,0.97,0.48,MIX,EXT,1.0,RG
HDPE,0.974,0.35,MIX,EXT,HF,RP
LDPE,0.965,1.0,NAT,EXT,1.0,RP
HDPE,0.959,19.0,MIX,INJ,E,RG
HDPE,0.973,16.0,BK,INJ,1.0,RP
HDPE,0.969,18.0,BK,INJ,1.0,RP
HDPE,0.964,16.33,BK,INJ,1.0,RP
HDPE,0.959,19.0,BK,INJ,1.0,RP
LDPE,0.959,0.88,NAT,EXT,3.0,RP
LDPE,0.959,1.2,NAT,EXT,3.0,RP
LDPE,0.959,1.04,NAT,EXT,3.0,RP
HDPE,0.959,4.8,BK,INJ,1.0,RP
HDPE,0.959,4.9,BK,INJ,1.0,RP
HDPE,0.963,5.0,BK,INJ,1.0,RP
HDPE,0.947,4.5,BK,INJ,1.0,RP
HDPE,0.959,4.7,BK,INJ,1.0,RP
HDPE,0.96,4.93,BK,INJ,MEL,RP
MDPE,0.937,0.7,MIX,EXT,HF,RP
MDPE,0.95,0.7,MIX,EXT,HF,RP
MDPE,0.959,0.7,MIX,EXT,HF,RP
HMW,0.965,10.0,MIX,EXT,1.0,RG
HMW,0.962,9.6,MIX,EXT,1.0,RG
HMW,0.963,9.73,MIX,EXT,1.0,RG
HMW,0.959,8.3,MIX,EXT,1.0,RG
HMW,0.966,11.0,MIX,EXT,1.0,RG
HDPE,0.968,5.6,BK,INJ,1.0,RP
HDPE,0.966,6.13,BK,INJ,1.0,RP
LDPE,0.959,13.0,BLU,INJ,1.0,RP
LDPE,0.959,15.0,BLU,INJ,1.0,RP
LDPE,0.959,14.0,BLU,INJ,1.0,RP
HDPE,0.959,5.6,MIX,INJ,2.0,RG
HDPE,0.959,4.7,MIX,INJ,2.0,RG
LDPE,0.932,14.0,MIX,INJ,1.0,RP
HDPE,0.961,1.6,BK,INJ,1.0,RP
HDPE,0.961,3.0,BK,INJ,1.0,RP
HDPE,0.963,1.4,BK,INJ,1.0,RP
HDPE,0.963,6.5,BK,INJ,1.0,RP
HDPE,0.959,4.3,BK,INJ,1.0,RP
HDPE,0.959,4.2,BK,INJ,1.0,RP
LDPE,0.98,0.64,MIX,EXT,HF,RP
LDPE,0.925,2.5,MIX,EXT,HF,RP
LDPE,0.947,2.11,MIX,EXT,HF,RP
LDPE,0.937,3.2,MIX,EXT,HF,RP
HDPE,0.962,0.55,MIX,EXT,1.0,RG
HDPE,0.959,0.61,MIX,EXT,1.0,RG
HMW,0.954,12.0,MIX,EXT,L,RG
HDPE,0.965,5.7,MIX,INJ,1.0,RG
HMW,0.958,23.0,MIX,EXT,HF,RP
HMW,0.958,25.0,MIX,EXT,HF,RP
HMW,0.958,19.6,MIX,EXT,HF,RP
HMW,0.959,16.0,MIX,EXT,HF,RP
HDPE,0.958,0.69,MIX,EXT,1.0,RG
HDPE,0.985,0.53,MIX,EXT,1.0,RG
HDPE,0.962,0.48,MIX,EXT,1.0,RG
HDPE,0.958,0.69,MIX,EXT,2.0,RG
HDPE,0.952,0.3,BK,EXT,FO,RG
HDPE,0.952,0.37,BK,EXT,FO,RG
HDPE,0.985,0.65,MIX,EXT,1.0,RG
HDPE,0.942,1.3,MIX,EXT,1.0,RG
HDPE,0.95,0.53,MIX,EXT,1.0,RG
HMW,0.956,10.6,MIX,EXT,L,RG
HDPE,0.959,17.0,BK,INJ,1.0,RP
HDPE,0.964,16.77,BK,INJ,1.0,RP
HDPE,0.956,15.7,BK,INJ,1.0,RP
HDPE,0.959,18.5,BK,INJ,1.0,RP
HDPE,0.977,0.66,MIX,EXT,CH,RG
HDPE,0.985,0.53,MIX,EXT,CH,RG
HDPE,0.985,0.74,MIX,EXT,CH,RG
HDPE,0.954,0.72,MIX,EXT,CH,RG
HDPE,0.985,0.66,MIX,EXT,CH,RG
HDPE,0.959,6.2,MIX,INJ,2.0,RG
HDPE,0.954,23.4,MIX,INJ,1.0,RG
HDPE,0.954,27.8,MIX,INJ,1.0,RG
HDPE,0.948,3.91,MIX,INJ,1.0,RG
HDPE,0.948,3.91,BLU,INJ,1.0,RG
HDPE,0.942,2.33,MIX,INJ,1.0,RG
LDPE,0.947,0.57,MIX,EXT,1.0,RP
LDPE,0.925,0.44,MIX,EXT,1.0,RP
LDPE,0.936,0.5,MIX,EXT,1.0,RP
HDPE,0.985,0.64,MIX,EXT,1.0,RG
HDPE,0.975,0.75,MIX,EXT,1.0,RG
HDPE,0.96,0.28,MIX,EXT,1.0,RG
HDPE,0.962,0.3,MIX,EXT,1.0,RG
LDPE,0.942,1.6,MIX,EXT,1.0,RG
LDPE,0.91,1.5,CL,EXT,HF,RP
LDPE,0.91,2.0,CL,EXT,HF,RP
LDPE,0.91,1.87,CL,EXT,HF,RP
LDPE,0.91,2.1,CL,EXT,HF,RP
HDPE,0.957,0.33,MIX,EXT,HF,RP
HDPE,0.962,0.34,MIX,EXT,HF,RP
HDPE,0.953,23.07,MIX,INJ,1.0,RG
HDPE,0.954,22.7,MIX,INJ,1.0,RG
HDPE,0.954,22.5,MIX,INJ,1.0,RG
HDPE,0.943,0.51,MIX,EXT,1.0,RP
HDPE,0.958,0.92,MIX,EXT,1.0,RP
HDPE,0.949,4.8,MIX,INJ,1.0,RG
LDPE,0.946,7.7,MIX,OFF,1.0,RP
LDPE,0.942,9.41,MIX,OFF,1.0,RP
LDPE,0.965,7.7,MIX,OFF,1.0,RP
LDPE,0.925,14.0,MIX,OFF,1.0,RP
LDPE,0.925,5.0,MIX,OFF,1.0,RP
LDPE,0.985,9.5,MIX,OFF,1.0,RP
HDPE,0.963,0.33,MIX,EXT,HF,RP
HDPE,0.966,0.45,MIX,EXT,HF,RP
HDPE,0.966,0.3,MIX,EXT,HF,RP
HDPE,0.959,0.32,MIX,EXT,HF,RP
HDPE,0.963,0.33,MIX,EXT,2.0,RP
HDPE,0.969,14.65,BK,INJ,1.0,RP
HDPE,0.966,16.0,BK,INJ,1.0,RP
HDPE,0.966,9.6,BK,INJ,1.0,RP
HDPE,0.973,12.0,BK,INJ,1.0,RP
HDPE,0.973,17.0,BK,INJ,1.0,RP
HDPE,0.969,14.5,BK,INJ,1.0,RP
HDPE,0.985,14.0,BK,INJ,1.0,RP
LDPE,0.943,1.0,MIX,EXT,CH,RP
LDPE,0.949,1.8,MIX,EXT,CH,RP
HDPE,0.942,53.0,MIX,INJ,1.0,RG
HDPE,0.951,21.7,MIX,INJ,1.0,RG
HDPE,0.957,6.67,MIX,INJ,1.0,RG
HDPE,0.956,7.6,MIX,INJ,2.0,RG
HDPE,0.958,6.0,MIX,INJ,1.0,RG
HDPE,0.96,0.29,MIX,EXT,1.0,RG
HDPE,0.985,0.5,BK,EXT,1.0,RP
HDPE,0.985,0.75,BK,EXT,1.0,RP
HDPE,0.985,0.61,BK,EXT,1.0,RP
HDPE,0.985,0.68,BK,EXT,1.0,RP
LDPE,0.933,0.7,GRE,INJ,1.0,RP
LDPE,0.933,0.93,GRE,INJ,1.0,RP
LDPE,0.933,0.49,GRE,INJ,1.0,RP
LDPE,0.933,0.71,GRE,INJ,1.0,RP
LDPE,0.933,0.4,GRE,INJ,1.0,RP
LDPE,0.933,1.0,GRE,INJ,1.0,RP
LDPE,0.933,0.65,GRE,INJ,1.0,RP
HDPE,0.959,0.3,MIX,EXT,HF,RP
HDPE,0.96,0.31,MIX,EXT,HF,RP
LDPE,0.933,9.6,NAT,INJ,1.0,RP
LDPE,0.11,9.36,MIX,INJ,1.0,RP
LDPE,0.91,8.9,MIX,INJ,1.0,RP
LDPE,0.11,9.36,NAT,INJ,1.0,RP
LDPE,0.91,10.2,MIX,INJ,1.0,RP
LDPE,0.954,7.0,MIX,INJ,1.0,RP
LDPE,0.96,11.3,MIX,INJ,1.0,RP
LDPE,0.938,9.0,MIX,INJ,1.0,RP
LDPE,0.91,9.5,MIX,INJ,1.0,RP
HMW,0.935,7.8,MIX,EXT,1.0,RP
HDPE,0.008,27.0,MIX,INJ,1.0,RG
HDPE,0.92,27.0,MIX,INJ,1.0,RG
HDPE,0.937,26.0,MIX,INJ,1.0,RG
HDPE,0.959,13.5,BK,INJ,1.0,RP
HDPE,0.968,16.0,BK,INJ,1.0,RP
HDPE,0.965,15.21,BK,INJ,1.0,RP
HDPE,0.965,13.6,BK,INJ,1.0,RP
HDPE,0.964,14.78,BK,INJ,1.0,RP
HDPE,0.965,16.6,BK,INJ,1.0,RP
HDPE,0.985,9.0,BK,INJ,1.0,RP
HDPE,0.97,16.0,BK,INJ,1.0,RP
HDPE,0.967,16.0,BK,INJ,1.0,RP
LDPE,0.937,5.96,MIX,INJ,1.0,RP
LDPE,0.933,6.7,MIX,INJ,1.0,RP
LDPE,0.933,8.7,MIX,INJ,1.0,RP
LDPE,0.952,7.0,MIX,INJ,1.0,RP
LDPE,0.933,5.7,MIX,INJ,1.0,RP
LDPE,0.933,1.7,MIX,INJ,1.0,RP
LDPE,0.933,2.0,BLU,EXT,S,RP
LDPE,0.933,1.9,BLU,EXT,S,RP
LDPE,0.93,1.97,BLU,EXT,S,RP
LDPE,0.925,2.0,BLU,EXT,S,RP
HMW,0.957,12.5,MIX,EXT,1.0,RG
HDPE,0.957,0.31,MIX,EXT,2.0,RP
HDPE,0.956,0.27,MIX,EXT,2.0,RP
HDPE,0.951,0.24,MIX,EXT,2.0,RP
HDPE,0.958,0.18,MIX,EXT,2.0,RP
HDPE,0.959,0.27,MIX,EXT,2.0,RP
HDPE,0.925,0.19,MIX,EXT,2.0,RP
HDPE,0.958,0.24,MIX,EXT,2.0,RP
LDPE,0.925,13.5,MIX,INJ,1.0,RP
LDPE,0.556,9.64,MIX,INJ,1.0,RP
LDPE,0.925,2.7,MIX,INJ,1.0,RP
LDPE,0.92,7.4,MIX,INJ,1.0,RP
LDPE,0.556,9.64,MIX,INJ,2.0,RP
LDPE,0.925,11.1,MIX,INJ,1.0,RP
HDPE,0.955,0.34,MIX,EXT,1.0,RG
HDPE,0.949,0.33,MIX,EXT,1.0,RG
HDPE,0.961,0.32,MIX,EXT,L,RG
HDPE,0.959,6.65,MIX,INJ,1.0,RG
HDPE,0.959,6.6,MIX,INJ,1.0,RG
HDPE,0.955,0.38,MIX,EXT,1.0,RG
HDPE,0.965,5.25,MIX,INJ,FO,RG
HDPE,0.965,5.5,MIX,INJ,FO,RG
HDPE,0.959,0.17,MIX,EXT,1.0,RG
HDPE,0.954,0.15,MIX,EXT,1.0,RG
HDPE,0.959,0.27,MIX,EXT,1.0,RP
HDPE,0.959,0.24,MIX,EXT,1.0,RP
HDPE,0.959,0.21,MIX,EXT,1.0,RP
HDPE,0.961,7.3,BLU,INJ,1.0,RG
HDPE,0.961,7.3,BLU,INJ,E,D
LLDPE,0.932,1.0,MIX,EXT,1.0,RP
LLDPE,0.949,1.1,MIX,EXT,1.0,RP
LLDPE,0.946,0.97,MIX,EXT,1.0,RP
LLDPE,0.947,1.0,MIX,EXT,1.0,RP
LLDPE,0.951,0.9,MIX,EXT,1.0,RP
LLDPE,0.949,0.87,MIX,EXT,1.0,RP
LLDPE,0.946,0.92,MIX,EXT,1.0,RP
HDPE,0.985,0.23,MIX,EXT,HF,RP
HDPE,0.985,0.26,MIX,EXT,HF,RP
HDPE,0.981,0.34,MIX,EXT,HF,RP
HDPE,0.985,0.28,MIX,EXT,HF,RP
HDPE,0.985,0.35,MIX,EXT,HF,RP
HDPE,0.985,0.34,MIX,EXT,HF,RP
LDPE,0.91,1.4,MIX,OFF,1.0,RG
LDPE,0.91,1.8,MIX,OFF,1.0,RG
MDPE,0.954,3.6,MIX,OFF,1.0,RG
HDPE,0.942,14.3,MIX,INJ,1.0,RG
HDPE,0.957,12.2,MIX,INJ,1.0,RG
HDPE,0.969,14.3,MIX,INJ,1.0,RG
HDPE,0.961,15.0,MIX,INJ,1.0,RG
HDPE,0.957,5.2,MIX,INJ,1.0,RG
PP,0.948,11.02,MIX,INJ,2.0,RG
HDPE,0.957,2.7,MIX,EXT,1.0,RG
HDPE,0.956,3.02,MIX,EXT,1.0,D
HDPE,0.951,0.74,MIX,EXT,1.0,RG
HMW,0.949,12.7,MIX,EXT,1.0,RG
HDPE,0.959,0.24,MIX,EXT,1.0,RG
HDPE,0.956,0.23,MIX,EXT,1.0,RG
HDPE,0.965,12.0,MIX,EXT,1.0,RG
HDPE,0.952,1.88,MIX,EXT,1.0,D
LLDPE,0.91,0.75,MIX,EXT,1.0,RG
LDPE,0.925,1.55,MIX,EXT,1.0,RG
LDPE,0.925,1.7,MIX,EXT,1.0,RG
HMW,0.942,20.0,MIX,EXT,1.0,RG
HMW,0.954,9.7,MIX,EXT,1.0,RG
HMW,0.958,10.2,MIX,EXT,1.0,RG
HMW,0.942,9.88,MIX,EXT,1.0,RG
HDPE,0.962,0.46,MIX,EXT,1.0,RG
LDPE,0.942,11.58,MIX,INJ,1.0,RP
LDPE,0.932,11.6,MIX,INJ,1.0,RP
LDPE,0.98,11.4,MIX,INJ,1.0,RP
LDPE,0.925,11.2,MIX,INJ,1.0,RP
LDPE,0.932,6.9,MIX,INJ,1.0,RP
LDPE,0.951,14.4,MIX,INJ,1.0,RP
LDPE,0.93,0.89,GRE,EXT,1.0,RP
LDPE,0.925,0.86,GRE,EXT,1.0,RP
LDPE,0.932,0.71,GRE,EXT,1.0,RP
LDPE,0.932,1.1,GRE,EXT,1.0,RP
HDPE,0.959,0.37,NAT,EXT,1.0,RG
HDPE,0.957,0.42,NAT,EXT,1.0,RG
HDPE,0.965,6.6,MIX,INJ,1.0,RG
LLDPE,0.954,1.1,MIX,EXT,1.0,RP
LLDPE,0.954,0.95,MIX,EXT,1.0,RP
LLDPE,0.952,1.03,MIX,EXT,1.0,RP
LLDPE,0.952,1.1,MIX,EXT,1.0,RP
LLDPE,0.947,0.9,MIX,EXT,1.0,RP
HDPE,0.943,6.2,MIX,INJ,1.0,RP
HDPE,0.943,6.5,MIX,INJ,1.0,RP
HDPE,0.947,6.91,MIX,INJ,1.0,RP
HDPE,0.942,6.5,MIX,INJ,1.0,RP
HDPE,0.946,6.6,MIX,INJ,1.0,RP
HDPE,0.95,7.6,MIX,INJ,1.0,RP
HDPE,0.949,8.1,MIX,INJ,1.0,RP
HDPE,0.947,7.7,MIX,INJ,1.0,RP
HDPE,0.946,7.3,MIX,INJ,1.0,RP
HDPE,0.946,7.1,MIX,INJ,1.0,RP
HDPE,0.954,0.41,NAT,EXT,1.0,RG
HDPE,0.957,0.27,MIX,EXT,HF,RP
HDPE,0.946,0.24,MIX,EXT,HF,RP
HDPE,0.953,0.2,MIX,EXT,HF,RP
HDPE,0.963,0.23,MIX,EXT,HF,RP
HDPE,0.959,0.23,MIX,EXT,HF,RP
HDPE,0.968,0.31,MIX,EXT,1.0,RP
HMW,0.958,12.8,MIX,EXT,1.0,RG
HMW,0.956,11.8,MIX,EXT,1.0,RG
HMW,0.958,12.9,MIX,EXT,1.0,RG
HDPE,0.963,0.57,BK,EXT,1.0,RP
HDPE,0.96,0.53,MIX,EXT,2.0,RP
HDPE,0.956,0.5,MIX,EXT,2.0,RP
HDPE,0.965,0.55,MIX,EXT,2.0,RP
HMW,0.925,11.8,CL,EXT,3.0,RP
HMW,0.925,11.2,CL,EXT,3.0,RP
HDPE,0.958,1.3,MIX,EXT,1.0,RG
HDPE,0.949,15.4,MIX,INJ,1.0,RG
HDPE,0.963,0.44,MIX,EXT,1.0,RG
HDPE,0.952,8.42,NAT,INJ,3.0,RG
HDPE,0.957,0.77,MIX,EXT,1.0,RG
HDPE,0.956,5.2,BLU,INJ,1.0,RG
HDPE,0.951,8.5,NAT,INJ,3.0,RG
HDPE,0.951,7.7,BLU,INJ,1.0,RG
HDPE,0.957,15.0,BLU,INJ,1.0,RG
HDPE,0.946,3.2,BLU,INJ,1.0,RG
HDPE,0.95,9.22,BLU,INJ,1.0,RG
HDPE,0.938,15.0,BLU,INJ,1.0,RG
HDPE,0.958,8.0,NAT,INJ,3.0,RG
HDPE,0.946,9.0,NAT,INJ,3.0,RG
HDPE,0.956,8.0,NAT,INJ,3.0,RG
HDPE,0.949,8.0,NAT,INJ,3.0,RG
LDPE,0.932,1.6,BK,EXT,HF,RP
LDPE,0.932,1.8,BK,EXT,HF,RP
LDPE,0.932,1.7,BK,EXT,HF,RP
LDPE,0.932,1.7,BK,EXT,X,C
HDPE,0.985,0.26,BK,EXT,1.0,RG
HDPE,0.97,0.96,WH,EXT,1.0,RG
HDPE,0.961,0.97,WH,EXT,1.0,RG
HDPE,0.943,7.7,MIX,INJ,1.0,RP
HDPE,0.956,1.0,MIX,EXT,2.0,RG
HDPE,0.953,1.7,MIX,EXT,2.0,RG
HDPE,0.946,0.37,MIX,EXT,1.0,RG
HDPE,0.956,0.96,MIX,EXT,2.0,RG
HDPE,0.956,0.46,MIX,EXT,2.0,RG
HMW,0.933,10.5,MIX,EXT,2.0,RG
HDPE,0.953,0.3,MIX,EXT,1.0,RG
HMW,0.958,4.5,MIX,EXT,1.0,RG
HMW,0.965,14.0,MIX,EXT,1.0,RG
HDPE,0.925,0.93,MIX,INJ,1.0,RG
HDPE,0.952,0.61,MIX,EXT,2.0,RG
HDPE,0.969,0.41,MIX,EXT,1.0,RG
HDPE,0.945,0.84,MIX,EXT,1.0,RP
HDPE,0.959,0.42,MIX,EXT,1.0,RP
HDPE,0.952,0.63,MIX,EXT,1.0,RP
HDPE,0.962,2.0,MIX,INJ,1.0,RP
HDPE,0.962,1.3,MIX,INJ,1.0,RP
HDPE,0.962,1.65,MIX,INJ,1.0,RP
HDPE,0.965,2.0,MIX,EXT,1.0,RG
HDPE,0.952,4.1,MIX,INJ,1.0,RG
HDPE,0.952,4.55,MIX,INJ,1.0,RG
LDPE,0.932,9.85,BLU,INJ,2.0,RG
LDPE,0.932,7.4,BLU,INJ,V,RG
LDPE,0.932,11.0,BLU,INJ,2.0,RG
LDPE,0.932,10.9,BLU,INJ,2.0,RG
LDPE,0.932,8.1,BLU,INJ,2.0,RG
LDPE,0.932,9.4,BLU,INJ,2.0,RG
HDPE,0.968,0.21,MIX,EXT,HF,RP
LDPE,0.91,2.0,CL,EXT,S,RP
LDPE,0.91,1.97,CL,EXT,S,RP
LDPE,0.925,1.9,CL,EXT,S,RP
HDPE,0.969,0.39,MIX,EXT,1.0,RG
HDPE,0.954,0.3,WH,EXT,3.0,RG
HDPE,0.954,5.9,WH,INJ,3.0,RG
HDPE,0.956,5.7,WH,INJ,3.0,RG
HDPE,0.925,0.7,WH,EXT,3.0,RG
